"loan_id";"customer_id";"branch_id";"loan_type";"loan_amount";"interest_rate";"start_date"
12566;34604;26901;"Personal Loan";612294.76;7.68;"2023-06-29"
12567;26500;7358;"Car Loan";3353402.99;7.3;"2024-09-29"
12568;45851;30151;"Education Loan";1217731.26;11.93;"2019-10-18"
12569;7674;48814;"Education Loan";1690469.81;9.46;"2019-04-26"
12570;871;33458;"Personal Loan";4530125.61;6.96;"2025-08-13"
12571;21236;24262;"Education Loan";2473682.76;12.29;"2023-04-02"
12572;26388;28649;"Personal Loan";922241.42;8.99;"2021-08-08"
12573;42037;14811;"Home Loan";3122687.88;9.03;"2025-01-23"
12574;42813;45205;"Car Loan";1922113.14;7.5;"2025-07-27"
12575;19733;31196;"Education Loan";4384664.38;7.52;"2019-05-09"
12576;38002;9504;"Personal Loan";815899.34;10.67;"2025-03-12"
12577;35584;15974;"Home Loan";3231991.82;10.44;"2019-01-31"
12578;35996;10752;"Car Loan";639579.4;9.78;"2025-08-25"
12579;7876;40303;"Home Loan";3386275.7;7.55;"2020-05-26"
12580;29694;24502;"Education Loan";220478.47;7.61;"2023-12-22"
12581;18643;28425;"Personal Loan";4603798.17;9.13;"2019-02-27"
12582;33221;23577;"Car Loan";1013070.71;6.91;"2018-07-09"
12583;43770;45538;"Home Loan";99123.67;11.17;"2018-01-14"
12584;5357;13200;"Car Loan";3977393.38;8.61;"2024-08-29"
12585;32789;34679;"Personal Loan";2233171.91;8.46;"2019-07-17"
12586;32664;35326;"Home Loan";451521.69;10.38;"2025-01-28"
12587;22568;35010;"Home Loan";1766362.76;10.5;"2023-09-21"
12588;16359;44322;"Personal Loan";4688388.94;8.06;"2024-06-03"
12589;38279;9458;"Personal Loan";3274921.59;9.18;"2022-12-01"
12590;12286;41598;"Home Loan";4044053.01;12.06;"2023-12-16"
12591;33873;42687;"Personal Loan";1811962.38;12.14;"2025-07-19"
12592;20262;21034;"Car Loan";469427.53;11.84;"2018-08-06"
12593;42487;10482;"Car Loan";3166665.37;8.73;"2021-08-29"
12594;37678;38231;"Home Loan";2015760.66;10.0;"2020-07-16"
12595;20745;1655;"Personal Loan";346724.99;7.45;"2020-05-26"
12596;28269;4169;"Home Loan";2878763.52;8.89;"2022-10-15"
12597;41667;1893;"Home Loan";2256497.7;8.59;"2021-12-03"
12598;8843;10417;"Personal Loan";3961881.87;10.05;"2019-09-09"
12599;24106;41428;"Car Loan";4439091.06;12.48;"2025-04-20"
12600;34664;18266;"Personal Loan";2046031.12;10.29;"2018-11-14"
12601;15523;39768;"Personal Loan";1728553.86;11.36;"2024-07-30"
12602;26449;38967;"Home Loan";4939670.61;7.59;"2018-04-07"
12603;14385;607;"Car Loan";1452820.66;10.59;"2025-11-04"
12604;20697;20047;"Education Loan";3070979.23;6.96;"2021-06-11"
12605;42710;13840;"Home Loan";77719.32;8.2;"2021-09-29"
12606;356;18114;"Personal Loan";4107355.14;8.85;"2023-01-30"
12607;44637;2230;"Personal Loan";2242272.1;6.73;"2018-11-09"
12608;32290;6809;"Car Loan";4425073.3;7.79;"2022-07-27"
12609;28491;7450;"Personal Loan";2587346.19;12.21;"2025-03-26"
12610;31187;22364;"Education Loan";239087.81;11.29;"2021-04-18"
12611;42987;15398;"Car Loan";3253815.21;10.66;"2020-04-18"
12612;31864;6501;"Personal Loan";2842795.38;10.42;"2019-03-21"
12613;45828;26698;"Home Loan";2878906.94;12.45;"2025-01-28"
12614;42586;35641;"Car Loan";2820818.07;9.67;"2023-11-06"
12615;17929;31773;"Personal Loan";2835811.66;9.79;"2020-04-21"
12616;29794;22512;"Home Loan";1048269.16;8.73;"2024-06-08"
12617;44892;27276;"Car Loan";3825770.23;7.66;"2022-01-22"
12618;25728;41176;"Car Loan";3735134.54;8.9;"2023-07-02"
12619;39095;44175;"Education Loan";1240239.71;10.77;"2022-01-22"
12620;7938;33012;"Home Loan";2137021.24;7.64;"2025-03-24"
12621;31527;39390;"Car Loan";3749565.16;9.33;"2024-08-14"
12622;13456;35357;"Car Loan";3757515.72;11.5;"2023-08-05"
12623;37131;36988;"Car Loan";3327678.9;6.66;"2025-05-29"
12624;1891;49239;"Home Loan";2441065.75;8.97;"2024-02-05"
12625;45213;31332;"Personal Loan";4239304.8;8.78;"2025-08-30"
12626;47380;8582;"Car Loan";4231513.61;11.38;"2018-08-19"
12627;34941;43049;"Car Loan";2397922.48;6.66;"2019-02-18"
12628;44630;49140;"Education Loan";2605289.47;7.42;"2019-12-02"
12629;30481;8069;"Car Loan";1651997.6;6.83;"2023-03-17"
12630;590;49205;"Home Loan";3312604.02;9.28;"2023-07-31"
12631;39065;25474;"Education Loan";1548967.39;7.3;"2018-12-04"
12632;40803;7804;"Home Loan";981552.4;10.88;"2020-03-11"
12633;26649;44557;"Home Loan";840581.87;9.5;"2019-08-29"
12634;27668;4292;"Home Loan";2294681.61;10.08;"2019-02-13"
12635;15101;36600;"Education Loan";1518765.82;7.68;"2023-01-06"
12636;46252;10262;"Home Loan";3947921.12;12.48;"2024-03-14"
12637;43406;37659;"Home Loan";2560598.7;7.52;"2021-03-01"
12638;41914;37617;"Car Loan";4675960.18;11.79;"2020-03-24"
12639;41600;32252;"Car Loan";2134942.12;12.33;"2021-07-29"
12640;20021;39537;"Personal Loan";297738.8;10.26;"2022-10-19"
12641;37568;41648;"Education Loan";1514936.15;11.43;"2021-03-22"
12642;39574;28508;"Home Loan";3999257.56;11.16;"2020-06-27"
12643;39330;48793;"Personal Loan";3384772.54;6.9;"2021-05-01"
12644;14068;13963;"Personal Loan";1671098.03;10.06;"2020-08-19"
12645;28295;5057;"Car Loan";1619757.95;8.15;"2020-05-29"
12646;7946;16097;"Car Loan";2120128.95;6.59;"2022-05-06"
12647;6984;46075;"Education Loan";1517870.47;7.15;"2025-05-25"
12648;24059;36534;"Car Loan";218523.96;8.59;"2019-07-05"
12649;47887;30180;"Home Loan";4253035.1;8.14;"2019-12-03"
12650;38327;29238;"Personal Loan";2966604.22;8.72;"2020-07-07"
12651;42070;4425;"Car Loan";4186150.75;11.27;"2024-08-07"
12652;46675;30154;"Car Loan";2560391.39;6.58;"2022-09-02"
12653;36586;32188;"Home Loan";173335.59;11.57;"2023-06-21"
12654;26225;16255;"Car Loan";3644932.8;11.21;"2020-10-19"
12655;36947;24263;"Car Loan";2373944.98;10.38;"2024-06-20"
12656;26387;5567;"Education Loan";4900776.73;8.72;"2025-09-03"
12657;5998;16974;"Home Loan";1974017.66;9.52;"2021-11-07"
12658;27340;33198;"Car Loan";1161429.89;7.54;"2023-12-13"
12659;48619;21598;"Home Loan";1290203.8;10.61;"2024-10-10"
12660;13747;9566;"Education Loan";1627966.79;12.32;"2018-11-03"
12661;17901;27739;"Car Loan";3054728.39;10.25;"2021-09-29"
12662;20047;34508;"Home Loan";2347178.08;8.24;"2019-09-07"
12663;28444;26990;"Personal Loan";3289897.84;8.51;"2021-02-11"
12664;8321;7429;"Car Loan";4979855.31;11.24;"2022-06-28"
12665;39335;21890;"Home Loan";1463544.51;6.8;"2021-08-02"
12666;22764;5293;"Personal Loan";3763910.78;7.01;"2024-06-17"
12667;7473;31187;"Education Loan";2806323.4;8.55;"2018-04-30"
12668;49639;18476;"Car Loan";2561410.35;9.6;"2023-02-01"
12669;46897;13669;"Education Loan";179816.31;9.3;"2018-12-27"
12670;9533;27013;"Home Loan";1299237.67;10.93;"2024-04-02"
12671;11143;46095;"Education Loan";3033906.14;8.31;"2017-12-23"
12672;39781;35630;"Home Loan";2943551.63;7.43;"2021-05-25"
12673;48884;24265;"Education Loan";1339042.2;8.04;"2021-01-16"
12674;38940;37987;"Home Loan";4457923.17;10.83;"2025-03-10"
12675;17160;42109;"Home Loan";2569528.34;10.92;"2022-11-17"
12676;36579;13076;"Home Loan";2385462.72;7.92;"2020-07-26"
12677;14126;17511;"Personal Loan";3338066.28;10.0;"2020-08-01"
12678;21424;2240;"Car Loan";1921874.78;6.52;"2024-06-24"
12679;4693;40158;"Car Loan";4168220.4;6.75;"2019-10-26"
12680;49552;41989;"Car Loan";4622029.15;9.55;"2025-12-01"
12681;27106;42892;"Home Loan";4404547.56;7.2;"2018-04-14"
12682;27953;41193;"Home Loan";1323228.4;12.45;"2021-11-08"
12683;41246;3410;"Home Loan";2354345.1;7.02;"2018-11-29"
12684;39962;39107;"Education Loan";70964.43;8.24;"2025-05-25"
12685;23449;33187;"Home Loan";3032345.35;11.74;"2025-07-05"
12686;14893;28956;"Personal Loan";4431635.17;6.82;"2019-07-19"
12687;21699;28986;"Personal Loan";2995167.73;11.03;"2020-10-30"
12688;18688;38398;"Education Loan";444792.86;10.98;"2025-11-27"
12689;41961;44976;"Education Loan";778085.8;8.1;"2022-01-02"
12690;27731;18702;"Personal Loan";4197450.37;9.45;"2025-09-27"
12691;28050;24518;"Home Loan";4062528.45;9.57;"2021-12-07"
12692;9805;44713;"Car Loan";3436988.86;9.03;"2022-11-05"
12693;21518;10333;"Home Loan";4786203.02;10.8;"2024-03-19"
12694;4617;48364;"Home Loan";1416156.54;8.99;"2021-08-13"
12695;23737;17425;"Car Loan";2671548.5;12.02;"2025-05-25"
12696;1063;15819;"Education Loan";1455363.51;9.9;"2019-12-01"
12697;26126;25149;"Car Loan";3268530.17;10.67;"2022-07-03"
12698;15834;7088;"Home Loan";536971.04;6.66;"2019-05-29"
12699;21941;9350;"Education Loan";2503867.69;9.61;"2023-02-05"
12700;40772;37898;"Home Loan";4327349.77;8.16;"2022-08-30"
12701;15592;5060;"Home Loan";2125292.63;8.66;"2023-02-18"
12702;5845;36413;"Home Loan";242260.37;10.04;"2019-04-25"
12703;15606;48383;"Education Loan";3842803.83;8.39;"2024-05-12"
12704;26110;8871;"Personal Loan";3968879.92;8.34;"2020-09-02"
12705;32371;46781;"Education Loan";1293902.81;9.74;"2023-10-24"
12706;31436;1060;"Home Loan";4353790.49;8.97;"2024-08-24"
12707;29595;44185;"Education Loan";2170768.85;7.9;"2021-12-31"
12708;16964;45906;"Home Loan";3623746.8;8.02;"2019-09-07"
12709;34822;4265;"Personal Loan";3277491.88;9.77;"2021-03-15"
12710;16954;35411;"Home Loan";2883299.51;7.31;"2022-05-30"
12711;27947;34659;"Personal Loan";3129728.66;7.3;"2024-08-05"
12712;24690;33358;"Education Loan";3180103.02;11.93;"2021-06-12"
12713;12685;1946;"Home Loan";4616071.79;12.34;"2024-01-11"
12714;27873;48498;"Personal Loan";1487730.42;8.36;"2018-06-03"
12715;16433;9033;"Personal Loan";3523332.28;9.45;"2023-11-03"
12716;37459;19032;"Education Loan";2785795.89;10.87;"2021-06-30"
12717;11356;3482;"Education Loan";4750350.63;8.41;"2018-04-21"
12718;37464;49876;"Education Loan";1302993.67;9.11;"2021-08-22"
12719;45304;11096;"Home Loan";903536.45;11.7;"2022-09-29"
12720;9543;45124;"Personal Loan";1824016.24;9.12;"2022-03-04"
12721;48633;8045;"Education Loan";1630658.79;9.23;"2023-10-10"
12722;39285;10893;"Personal Loan";1668247.3;11.89;"2023-07-28"
12723;3333;16705;"Education Loan";1369428.42;11.95;"2019-03-09"
12724;48432;44824;"Car Loan";977488.11;8.92;"2022-08-26"
12725;6874;14576;"Home Loan";3857647.51;7.75;"2025-09-10"
12726;38274;12758;"Home Loan";1340353.44;7.68;"2023-05-02"
12727;15146;7356;"Personal Loan";4345133.96;9.63;"2023-02-16"
12728;2703;6462;"Car Loan";4360034.21;11.17;"2018-05-10"
12729;43807;37598;"Home Loan";413452.98;8.19;"2021-02-08"
12730;5551;22216;"Car Loan";2069800.7;9.91;"2022-11-28"
12731;38220;23961;"Personal Loan";2506774.9;6.62;"2018-10-15"
12732;5311;41391;"Home Loan";4812296.81;10.41;"2025-06-06"
12733;2883;17265;"Education Loan";660492.68;7.27;"2018-09-02"
12734;2114;46488;"Car Loan";4798745.18;9.71;"2021-07-27"
12735;17806;45870;"Home Loan";55985.68;9.04;"2018-12-25"
12736;22759;36015;"Car Loan";4153410.79;9.22;"2024-03-16"
12737;42959;18476;"Personal Loan";3214245.15;12.24;"2024-02-13"
12738;20086;9304;"Car Loan";877486.37;8.78;"2024-09-14"
12739;45718;23786;"Home Loan";4683354.05;11.82;"2025-07-13"
12740;29703;4814;"Personal Loan";4278109.48;6.59;"2025-04-10"
12741;24460;25410;"Car Loan";2030326.65;10.36;"2023-04-09"
12742;22541;24109;"Home Loan";1913241.73;8.95;"2018-11-03"
12743;15070;28990;"Education Loan";176366.19;10.5;"2022-11-18"
12744;36204;21851;"Education Loan";956265.29;7.51;"2019-12-09"
12745;36477;7316;"Home Loan";1673847.26;11.2;"2024-05-28"
12746;21479;3872;"Personal Loan";2077329.5;7.31;"2020-06-10"
12747;23594;46430;"Car Loan";3175043.25;10.27;"2021-08-09"
12748;12198;889;"Education Loan";2782330.31;9.18;"2018-01-01"
12749;19680;16439;"Home Loan";4009346.25;11.5;"2019-10-03"
12750;32299;30408;"Car Loan";2683231.3;11.01;"2018-08-11"
12751;8681;44217;"Car Loan";2077234.05;11.55;"2018-03-20"
12752;1789;21522;"Personal Loan";2388961.69;12.45;"2018-05-12"
12753;37913;6850;"Education Loan";2782092.55;11.54;"2025-07-10"
12754;12736;29941;"Home Loan";1181360.13;10.34;"2021-06-17"
12755;3192;9447;"Home Loan";3659741.8;8.35;"2022-01-23"
12756;5797;1065;"Home Loan";4565397.2;10.97;"2025-04-26"
12757;12532;8211;"Education Loan";2808548.63;9.58;"2021-08-06"
12758;39578;48925;"Home Loan";3051922.67;7.53;"2021-04-22"
12759;27780;17507;"Home Loan";1109408.48;11.11;"2018-09-28"
12760;22483;47449;"Education Loan";4172849.03;12.03;"2018-05-29"
12761;5564;6876;"Education Loan";1442268.43;9.7;"2019-10-01"
12762;10175;16117;"Car Loan";2111277.09;11.21;"2022-04-29"
12763;30462;42812;"Home Loan";1527058.24;12.13;"2022-02-11"
12764;44333;28430;"Car Loan";2344917.36;8.04;"2021-05-01"
12765;31855;7087;"Car Loan";1879468.9;12.42;"2024-06-19"
12766;39665;49619;"Personal Loan";1155131.96;12.25;"2024-06-01"
12767;3470;40724;"Personal Loan";2340089.36;8.51;"2022-12-31"
12768;14662;5940;"Home Loan";4047107.21;7.07;"2020-10-28"
12769;17114;25846;"Car Loan";259205.85;10.81;"2025-02-05"
12770;7211;48373;"Home Loan";1011981.69;9.93;"2023-06-26"
12771;42733;33041;"Education Loan";1573927.86;11.35;"2020-06-04"
12772;42468;26675;"Home Loan";4639555.91;11.39;"2020-02-01"
12773;17154;43816;"Education Loan";1106650.77;8.33;"2024-09-03"
12774;19387;23889;"Car Loan";1008980.23;12.44;"2024-12-01"
12775;30007;34146;"Car Loan";497295.97;10.45;"2019-07-21"
12776;17792;28232;"Car Loan";4774555.83;8.94;"2019-07-25"
12777;12222;4955;"Home Loan";4904439.54;8.49;"2023-07-02"
12778;45385;30272;"Home Loan";3273021.03;8.52;"2022-07-15"
12779;31673;25749;"Home Loan";4462880.7;10.95;"2024-01-21"
12780;37954;14440;"Car Loan";3184187.64;8.85;"2023-06-09"
12781;4004;4849;"Education Loan";1726261.01;9.45;"2021-11-13"
12782;30012;8830;"Car Loan";2089389.17;11.71;"2020-03-09"
12783;29656;22238;"Personal Loan";76403.08;9.86;"2018-12-08"
12784;38863;31454;"Education Loan";701909.41;8.17;"2022-08-23"
12785;14646;4077;"Car Loan";4449948.15;12.26;"2018-02-06"
12786;3053;2782;"Personal Loan";4723901.68;8.62;"2019-10-02"
12787;17781;1273;"Car Loan";1566516.24;10.45;"2020-05-23"
12788;40840;20489;"Education Loan";2545285.3;11.05;"2023-07-11"
12789;47017;43760;"Personal Loan";4847054.96;11.76;"2020-05-04"
12790;44342;12125;"Education Loan";1520241.44;9.08;"2019-10-06"
12791;38583;46633;"Education Loan";4489477.9;10.42;"2018-10-12"
12792;40306;13509;"Education Loan";1388889.27;10.16;"2019-07-14"
12793;28875;38423;"Education Loan";3932519.22;12.28;"2022-08-17"
12794;2904;2640;"Home Loan";2340578.89;10.02;"2018-12-10"
12795;25068;21077;"Personal Loan";2212740.15;11.54;"2021-03-14"
12796;47434;4984;"Car Loan";3301458.57;7.29;"2024-11-03"
12797;44682;13541;"Car Loan";4572598.66;8.33;"2025-06-04"
12798;7960;36720;"Education Loan";4853971.18;8.94;"2024-05-10"
12799;18582;32015;"Home Loan";158519.7;9.96;"2021-06-12"
12800;25370;23336;"Education Loan";3525426.55;12.15;"2024-05-30"
12801;26115;10285;"Personal Loan";104174.12;7.59;"2022-08-21"
12802;11268;37846;"Education Loan";4120895.65;10.06;"2023-03-02"
12803;42168;15702;"Car Loan";4750113.71;11.96;"2023-11-14"
12804;22054;47961;"Personal Loan";1111712.7;12.42;"2019-10-17"
12805;13707;38916;"Education Loan";628023.04;9.52;"2021-06-04"
12806;19776;10410;"Personal Loan";1820568.94;7.36;"2025-07-28"
12807;9968;3820;"Education Loan";2225655.13;8.12;"2024-03-22"
12808;20148;19778;"Home Loan";3170333.76;9.25;"2018-06-03"
12809;14581;10434;"Car Loan";2070326.62;7.0;"2022-10-05"
12810;432;32396;"Education Loan";1417382.35;10.34;"2018-06-09"
12811;34767;22547;"Personal Loan";1342939.32;6.98;"2019-03-12"
12812;29862;16611;"Car Loan";2411785.22;10.38;"2022-04-06"
12813;26168;21840;"Personal Loan";4161709.16;12.01;"2024-03-07"
12814;29071;22507;"Home Loan";1377084.4;10.03;"2018-12-12"
12815;16563;46341;"Home Loan";681555.83;10.77;"2024-02-11"
12816;39871;20794;"Education Loan";2264126.28;10.95;"2024-03-14"
12817;16214;4988;"Car Loan";532384.44;12.36;"2018-08-06"
12818;44466;47614;"Education Loan";899734.61;10.52;"2024-09-27"
12819;20423;30447;"Education Loan";4879926.38;10.34;"2025-02-23"
12820;16075;49575;"Personal Loan";1184160.01;8.04;"2022-08-25"
12821;47223;29577;"Car Loan";3492613.41;12.26;"2023-09-30"
12822;44579;42042;"Car Loan";2796322.16;6.62;"2020-02-25"
12823;13906;1021;"Car Loan";2096359.82;7.44;"2025-07-04"
12824;43272;30934;"Personal Loan";1320988.02;7.25;"2019-12-29"
12825;15694;15671;"Education Loan";4238709.09;12.17;"2022-06-12"
12826;15071;11366;"Personal Loan";3505195.91;7.11;"2023-04-24"
12827;36137;30492;"Personal Loan";2018795.89;7.19;"2022-05-21"
12828;22334;37102;"Car Loan";64245.14;10.02;"2022-02-23"
12829;46883;25949;"Education Loan";3110017.96;10.68;"2020-02-26"
12830;26726;30363;"Car Loan";693946.75;6.65;"2023-05-23"
12831;20814;35264;"Home Loan";4967302.97;7.51;"2025-03-31"
12832;15527;20730;"Education Loan";623079.58;11.15;"2021-08-07"
12833;45215;44680;"Car Loan";2143480.88;10.87;"2019-02-05"
12834;30575;27088;"Education Loan";2596232.16;11.42;"2023-07-05"
12835;4285;29804;"Education Loan";2710416.76;6.65;"2020-10-04"
12836;34129;44469;"Personal Loan";87501.62;7.9;"2021-10-04"
12837;2744;43357;"Education Loan";991094.16;8.84;"2025-08-10"
12838;34565;22358;"Education Loan";2876255.94;11.07;"2018-10-12"
12839;33157;14600;"Personal Loan";4775632.83;9.15;"2022-01-27"
12840;30425;30801;"Car Loan";2039361.31;6.61;"2020-12-29"
12841;6909;27323;"Car Loan";3987264.56;9.45;"2024-05-13"
12842;49636;38393;"Home Loan";1113632.32;7.65;"2023-01-20"
12843;46249;12327;"Car Loan";455564.8;7.6;"2018-05-20"
12844;25978;47712;"Home Loan";3764515.27;6.85;"2021-04-08"
12845;29024;18837;"Personal Loan";2079501.97;11.68;"2020-12-20"
12846;16686;15983;"Education Loan";4116181.88;11.62;"2022-10-29"
12847;11522;18648;"Personal Loan";683387.17;12.03;"2020-07-17"
12848;31032;22634;"Car Loan";1914178.42;8.69;"2018-12-17"
12849;10084;8566;"Home Loan";2959002.65;12.34;"2021-04-23"
12850;3096;18182;"Personal Loan";1826077.1;10.73;"2020-07-03"
12851;27530;35160;"Personal Loan";1095824.44;6.78;"2024-05-15"
12852;31523;5108;"Personal Loan";106588.02;7.63;"2019-12-19"
12853;39411;48499;"Car Loan";2731458.73;12.25;"2020-02-27"
12854;39205;40232;"Education Loan";2907992.69;11.71;"2020-01-25"
12855;17866;7335;"Personal Loan";2916057.31;8.74;"2022-11-06"
12856;13910;24853;"Home Loan";1485235.2;7.25;"2023-10-04"
12857;32790;12945;"Car Loan";1814209.64;11.14;"2023-10-26"
12858;1298;32738;"Education Loan";4197431.56;9.08;"2021-11-23"
12859;44841;46034;"Home Loan";2113954.3;8.12;"2019-04-08"
12860;26402;49883;"Car Loan";2176568.86;9.68;"2022-05-29"
12861;12334;6813;"Education Loan";624748.09;10.75;"2018-10-06"
12862;42127;35374;"Education Loan";4389989.18;6.69;"2024-11-24"
12863;27152;35174;"Home Loan";3938191.33;6.76;"2025-08-19"
12864;9084;41521;"Personal Loan";596225.38;8.15;"2021-06-09"
12865;7678;12450;"Education Loan";4479555.26;8.76;"2025-08-06"
12866;12534;16951;"Education Loan";557304.07;12.23;"2023-05-01"
12867;49073;24696;"Personal Loan";937442.92;9.0;"2025-06-24"
12868;41202;1383;"Home Loan";4096246.83;9.69;"2023-06-05"
12869;39943;31445;"Car Loan";120215.13;11.77;"2022-07-19"
12870;24918;38195;"Car Loan";1657178.48;9.73;"2023-05-20"
12871;13898;36074;"Personal Loan";2226273.16;11.09;"2025-11-08"
12872;40550;16348;"Education Loan";3531216.92;7.85;"2022-09-03"
12873;26730;34411;"Personal Loan";679076.81;8.89;"2019-11-26"
12874;29427;30350;"Home Loan";3987556.75;9.45;"2022-01-13"
12875;22108;36637;"Car Loan";3681337.51;8.97;"2022-07-31"
12876;36535;28438;"Home Loan";4646413.88;7.23;"2018-11-13"
12877;11930;11228;"Education Loan";2384167.81;10.35;"2025-08-17"
12878;15365;1517;"Personal Loan";1173722.53;8.12;"2022-12-26"
12879;47399;24237;"Education Loan";2560990.94;6.82;"2018-11-21"
12880;5004;8245;"Personal Loan";4923638.32;11.13;"2018-12-28"
12881;6360;24769;"Education Loan";2662125.21;11.18;"2021-04-11"
12882;47684;37216;"Car Loan";2548602.66;11.55;"2021-06-21"
12883;19270;23322;"Home Loan";3638434.27;10.67;"2024-04-11"
12884;17373;21394;"Car Loan";4174399.68;7.99;"2018-03-14"
12885;35028;45846;"Education Loan";3940489.26;9.75;"2023-04-27"
12886;10692;31601;"Car Loan";2426514.4;11.87;"2019-10-10"
12887;13831;16974;"Home Loan";3122388.11;6.86;"2021-11-03"
12888;8717;6660;"Home Loan";3449080.98;7.81;"2019-06-21"
12889;13277;42717;"Home Loan";2012074.42;11.42;"2019-10-26"
12890;17860;6399;"Home Loan";2827452.26;9.86;"2019-04-20"
12891;24749;40771;"Home Loan";2357021.18;10.84;"2022-09-24"
12892;12166;48162;"Home Loan";4584943.44;6.61;"2020-11-21"
12893;10845;15933;"Education Loan";408484.74;6.94;"2025-07-08"
12894;38763;39114;"Personal Loan";2677379.06;6.82;"2018-09-06"
12895;38626;25851;"Car Loan";2391416.2;11.09;"2022-08-24"
12896;29147;30966;"Car Loan";1064561.28;11.62;"2020-03-27"
12897;4271;32691;"Personal Loan";610313.7;7.19;"2025-11-13"
12898;15062;20877;"Personal Loan";1365004.5;9.12;"2023-02-18"
